type,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,url,poll_id,question_id,createddate
polls-plus,New Jersey,8/19/16,9/1/16,Ipsos,A-,666,lv,0.0020631,47.4,36.24,,,48.27797,36.49393,,,http://www.reuters.com/statesofthenation,45304,69685,9/4/16
polls-plus,U.S.,10/3/16,10/5/16,The Times-Picayune/Lucid,,1322,lv,0.0020593,47,35,7,,48.40531,38.04348,4.091001,,https://luc.id/2016-presidential-tracker/,46548,72782,10/7/16
polls-plus,Maine,8/12/16,9/1/16,Ipsos,A-,160,lv,0.0020525,42.22,41.65,,,41.68691,40.89886,,,http://www.reuters.com/statesofthenation,45294,69675,9/4/16
polls-plus,U.S.,9/12/16,9/18/16,CVOTER International,C+,1203,lv,0.0020484,47.95,46.77,,,46.88142,42.49995,,,http://www.upi.com/Top_News/US/2016/09/21/UPICVoter-poll-Hillary-Clinton-holds-118-lead-over-Donald-Trump/2301474469318/?spt=sec&or=tn,45913,71752,9/21/16
polls-plus,Pennsylvania,9/14/16,9/20/16,Google Consumer Surveys,B,772,lv,0.0020358,34.81,36.05,7.56,,42.14813,42.5637,4.328053,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45986,71873,9/22/16
polls-plus,New Hampshire,8/17/16,8/23/16,Google Consumer Surveys,B,80,lv,0.0020301,45.34,28.86,8.74,,53.36867,36.95304,5.06276,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45570,70955,9/9/16
polls-plus,Wisconsin,8/26/16,9/8/16,Ipsos,A-,523,lv,0.0020183,38.43,39.67,,,38.56234,38.8814,,,http://www.reuters.com/statesofthenation/,45683,71252,9/10/16
polls-plus,U.S.,9/26/16,10/2/16,USC Dornsife/LA Times,,2319,lv,0.0019863,42.37,47.02,,,44.24256,43.68383,,,http://latimes.com/politics/,46323,72444,10/3/16
polls-plus,Nebraska,8/12/16,9/1/16,Ipsos,A-,127,lv,0.0019856,37.84,44.65,,,37.16262,43.82366,,,http://www.reuters.com/statesofthenation,45301,69682,9/4/16
polls-plus,North Dakota,8/17/16,8/23/16,Google Consumer Surveys,B,62,lv,0.0019804,20.62,41.81,15.45,,28.43282,49.72649,11.77276,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45568,70953,9/9/16
polls-plus,U.S.,10/1/16,10/3/16,The Times-Picayune/Lucid,,1501,lv,0.0019784,45,38,5,,46.60415,40.99761,1.953838,,https://docs.google.com/spreadsheets/d/1UKwYzZdXYVx9-pBCg98zq5kWqeB2XymhvSCaXvnhtpk/edit#gid=1521407513,46449,72611,10/4/16
polls-plus,Arizona,9/2/16,9/15/16,Ipsos,A-,467,lv,0.0019723,39.48,46.11,,,39.38373,44.90869,,,http://www.reuters.com/statesofthenation/,45833,71597,9/16/16
polls-plus,U.S.,9/25/16,10/1/16,USC Dornsife/LA Times,,2481,lv,0.001962,42.23,46.94,,,44.17902,43.55299,,,http://latimes.com/politics/,46317,72432,10/2/16
polls-plus,Oregon,8/19/16,9/8/16,Ipsos,A-,472,lv,0.0019535,46.76,35.01,,,46.96807,34.41904,,,http://www.reuters.com/statesofthenation/,45674,71243,9/10/16
polls-plus,Wisconsin,9/14/16,9/20/16,Google Consumer Surveys,B,748,lv,0.0019499,42.22,24.49,8.14,,49.76314,31.10779,4.908053,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45996,71883,9/22/16
polls-plus,U.S.,9/11/16,9/17/16,CVOTER International,C+,1229,lv,0.001949,47.39,47.55,,,46.33509,43.30384,,,http://www.upi.com/Top_News/US/2016/09/21/UPICVoter-poll-Hillary-Clinton-holds-118-lead-over-Donald-Trump/2301474469318/?spt=sec&or=tn,45914,71753,9/21/16
polls-plus,U.S.,10/2/16,10/4/16,The Times-Picayune/Lucid,,1355,lv,0.0019435,45,37,6,,46.50415,40.02238,3.019239,,luc.id/2016-presidential-tracker/,46513,72720,10/5/16
polls-plus,District of Columbia,8/17/16,8/23/16,Google Consumer Surveys,B,58,lv,0.0019425,54.01,22.16,8.12,,62.11015,30.31152,4.44276,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45685,71254,9/10/16
polls-plus,Georgia,9/7/16,9/13/16,Google Consumer Surveys,B,542,lv,0.001903,31.01,39.72,7.98,,38.31967,46.35098,4.517449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45752,71436,9/14/16
polls-plus,Georgia,5/9/16,5/12/16,Time/Abt SRBI,A-,822,rv,0.0018973,41,45,,,41.79116,47.06551,,,http://big.assets.huffingtonpost.com/AJCPollGA.pdf,44058,65750,5/16/16
polls-plus,Idaho,8/24/16,8/30/16,Google Consumer Surveys,B,168,lv,0.0018955,25.17,35.94,10.36,,33.01353,43.34877,6.665841,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45502,70820,9/9/16
polls-plus,West Virginia,8/5/16,8/25/16,Ipsos,A-,134,lv,0.0018907,39.49,46.86,,,39.35084,47.22083,,,http://www.reuters.com/statesofthenation,45036,69089,8/26/16
polls-plus,Washington,9/7/16,9/13/16,Google Consumer Surveys,B,613,lv,0.00189,43.87,24.3,10.63,,51.72375,31.23703,7.167449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45789,71473,9/14/16
polls-plus,Kentucky,8/31/16,9/6/16,Google Consumer Surveys,B,405,lv,0.001888,29.48,40.03,8.5,,37.1395,47.08899,4.839285,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45456,70774,9/9/16
polls-plus,New York,3/22/16,3/29/16,Quinnipiac University,A-,1667,rv,0.0018858,53,33,,,53.60121,34.40608,,,http://www.quinnipiac.edu/images/polling/ny/ny03312016_N39pgrw.pdf,36672,50506,4/6/16
polls-plus,Indiana,8/19/16,9/1/16,Ipsos,A-,303,lv,0.001884,32.08,55.66,,,30.80473,53.81246,,,http://www.reuters.com/statesofthenation,45289,69670,9/4/16
polls-plus,Florida,9/9/16,9/15/16,Ipsos,A-,722,lv,0.0018698,46.33,49.84,,,47.0877,49.46268,,,http://www.reuters.com/statesofthenation/,45839,71603,9/16/16
polls-plus,Ohio,9/9/16,9/15/16,Ipsos,A-,450,lv,0.0018522,47.21,43.52,,,47.24425,42.4102,,,http://www.reuters.com/statesofthenation/,45863,71627,9/16/16
polls-plus,U.S.,9/26/16,10/2/16,SurveyMonkey,C-,26925,lv,0.001846,46,40,9,,46.7602,39.77364,4.24122,,https://www.scribd.com/document/326274653/NBC-News-SurveyMonkey-Toplines-and-Methodology-925-102?secret_password=Amlox28R6VL23C3oHhHA,46444,72593,10/4/16
polls-plus,Oregon,5/10/16,5/13/16,Clout Research/Wenzel Strategies,C-,657,lv,0.0018444,42,44,,,42.45803,42.25309,,,http://cloutpolitical.com/wp-content/uploads/sites/31/2016/05/OR-Statewide-Poll-Memorandum-5-18-2016.pdf,44162,66084,5/31/16
polls-plus,U.S.,9/24/16,9/30/16,USC Dornsife/LA Times,,2526,lv,0.0018424,42.34,46.66,,,44.36355,43.23124,,,http://latimes.com/politics/,46312,72427,10/1/16
polls-plus,California,9/2/16,9/8/16,Ipsos,A-,751,lv,0.0018408,59.58,32.19,,,60.13839,31.77336,,,http://www.reuters.com/statesofthenation/,45644,71213,9/10/16
polls-plus,U.S.,9/10/16,9/16/16,CVOTER International,C+,1246,lv,0.0018404,47.42,47.38,,,46.37277,43.15726,,,http://www.upi.com/Top_News/US/2016/09/20/UPICVoter-poll-Hillary-Clinton-reclaims-slight-lead-over-Donald-Trump/6381474380177/,45897,71683,9/20/16
polls-plus,Arizona,4/4/16,4/11/16,Behavior Research Center (Rocky Mountain),A,564,rv,0.0018304,42,35,,,41.92669,38.26279,,,http://www.brcpolls.com/16/RMP%202016-II-04.pdf,42742,62721,4/25/16
polls-plus,Mississippi,8/24/16,8/30/16,Google Consumer Surveys,B,253,lv,0.0018264,25.24,47.98,7.23,,32.51842,54.9791,3.535841,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45515,70900,9/9/16
polls-plus,Mississippi,8/5/16,8/25/16,Ipsos,A-,161,lv,0.0018207,36.54,53.49,,,36.59147,54.10348,,,http://www.reuters.com/statesofthenation,45018,69071,8/26/16
polls-plus,Kansas,8/12/16,9/1/16,Ipsos,A-,254,lv,0.0018195,37.02,52.45,,,35.7978,51.0724,,,http://www.reuters.com/statesofthenation,45291,69672,9/4/16
polls-plus,Delaware,8/17/16,8/23/16,Google Consumer Surveys,B,101,lv,0.0018155,35.71,23.01,9.96,,43.19377,30.65734,6.282761,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45548,70933,9/9/16
polls-plus,Ohio,7/30/16,8/7/16,Quinnipiac University,A-,812,lv,0.0017994,44,42,8,,46.37867,43.92389,4.733482,,https://drive.google.com/file/d/0B1XFXSmJVNknNkluX3p6cHZ3ZGI4NnMwQzZnZDl6TTRJekFz/view,44807,68631,8/9/16
polls-plus,Iowa,8/12/16,9/1/16,Ipsos,A-,282,lv,0.0017923,41.18,44.18,,,40.96607,43.79694,,,http://www.reuters.com/statesofthenation,45290,69671,9/4/16
polls-plus,Colorado,9/7/16,9/13/16,Google Consumer Surveys,B,603,lv,0.0017884,36.23,28.93,12.02,,44.01304,35.82726,8.557449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45747,71431,9/14/16
polls-plus,U.S.,9/7/16,9/13/16,Google Consumer Surveys,B,22726,lv,0.0017806,34.67,34.09,8.39,,42.29045,40.89579,4.927449,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45741,71425,9/14/16
polls-plus,U.S.,8/21/16,8/25/16,Ipsos,A-,1154,lv,0.0017766,39.3,36.4,6.5,,41.85295,38.44253,3.793648,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,44994,69030,8/26/16
polls-plus,Ohio,9/14/16,9/20/16,Google Consumer Surveys,B,846,lv,0.0017762,33.76,32.71,7.79,,41.19901,39.27492,4.558053,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45983,71870,9/22/16
polls-plus,Tennessee,8/19/16,9/1/16,Ipsos,A-,401,lv,0.0017754,31.48,49.44,,,31.68749,49.0658,,,http://www.reuters.com/statesofthenation,45312,69693,9/4/16
polls-plus,West Virginia,8/17/16,8/23/16,Google Consumer Surveys,B,107,lv,0.0017702,25.72,47.13,5.89,,33.314,54.8675,2.21276,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45589,70974,9/9/16
polls-plus,U.S.,9/30/16,10/2/16,The Times-Picayune/Lucid,,1461,lv,0.0017686,44,39,6,,45.70493,41.97321,2.888393,,https://luc.id/2016-presidential-tracker/,46332,72458,10/3/16
polls-plus,Missouri,8/19/16,9/1/16,Ipsos,A-,297,lv,0.0017679,35.46,50.78,,,35.26382,50.00287,,,http://www.reuters.com/statesofthenation,45300,69681,9/4/16
polls-plus,Connecticut,8/31/16,9/6/16,Google Consumer Surveys,B,310,lv,0.0017534,38.56,26.41,10.42,,46.51461,33.65975,6.759285,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45446,70764,9/9/16
polls-plus,U.S.,8/24/16,8/26/16,Morning Consult,,2007,rv,0.001752,39,37,8,,44.34349,42.55122,2.773305,,https://morningconsult.com/2016/08/28/trump-gains-ground-clinton-black-voters-still-wary/,45040,69094,8/28/16
polls-plus,Oklahoma,8/12/16,9/1/16,Ipsos,A-,288,lv,0.0017296,36.51,48.41,,,35.63851,47.42804,,,http://www.reuters.com/statesofthenation,45308,69689,9/4/16
polls-plus,U.S.,8/29/16,8/30/16,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,0.0017292,39,40,7,,42.46021,41.8618,3.828985,,http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch,45257,69601,9/1/16
polls-plus,U.S.,9/23/16,9/29/16,USC Dornsife/LA Times,,2560,lv,0.0017229,41.73,47.26,,,43.83768,43.77797,,,http://latimes.com/politics/,46299,72380,9/30/16
polls-plus,Pennsylvania,7/5/16,7/10/16,Marist College,A,829,rv,0.0017086,43,35,8,,45.73409,39.76789,3.279601,,http://www.nbcnews.com/politics/first-read/polls-clinton-ahead-or-even-midwest-battlegrounds-n608651,44574,67923,7/13/16
polls-plus,Arkansas,8/24/16,8/30/16,Google Consumer Surveys,B,179,lv,0.001703,31.74,42.42,4.77,,39.38422,49.68428,1.075841,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45492,70810,9/9/16
polls-plus,U.S.,9/9/16,9/15/16,CVOTER International,C+,1229,lv,0.0016919,47.01,47.62,,,45.97681,43.41836,,,http://www.upi.com/Top_News/US/2016/09/12/UPICVoter-poll-Donald-Trump-widens-lead-over-Hillary-Clinton-to-3-points/1571473691414/,45876,71640,9/17/16
polls-plus,Michigan,9/2/16,9/15/16,Ipsos,A-,644,lv,0.0016867,43.63,43.84,,,43.44505,42.56477,,,http://www.reuters.com/statesofthenation/,45851,71615,9/16/16
polls-plus,Idaho,8/5/16,8/25/16,Ipsos,A-,144,lv,0.0016788,29.2,49.24,,,27.65289,48.188,,,http://www.reuters.com/statesofthenation,45006,69059,8/26/16
polls-plus,Connecticut,4/10/16,4/11/16,Emerson College,B,1043,lv,0.0016749,48,40,,,46.84311,38.37842,,,http://media.wix.com/ugd/3bebb2_a087ef7328134746b90ffd87f80c439e.pdf,36738,62664,4/24/16
polls-plus,U.S.,8/20/16,8/24/16,Ipsos,A-,1150,lv,0.0016625,38.8,36.1,7.1,,41.31939,38.2006,4.3993,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,44995,69031,8/26/16
polls-plus,Louisiana,8/12/16,9/1/16,Ipsos,A-,333,lv,0.00164,36.85,56.69,,,37.03127,56.79836,,,http://www.reuters.com/statesofthenation,45293,69674,9/4/16
polls-plus,Michigan,3/1/16,3/3/16,Marist College,A,2229,rv,0.0016386,52,36,,,49.5267,37.3128,,,http://www.nbcnews.com/politics/2016-election/donald-trump-hillary-clinton-hold-big-leads-michigan-poll-n532576,36543,50119,3/6/16
polls-plus,U.S.,9/22/16,9/28/16,USC Dornsife/LA Times,,2631,lv,0.001634,42.94,46.68,,,45.12807,43.13673,,,http://latimes.com/politics/,46287,72348,9/29/16
polls-plus,Alabama,8/12/16,9/1/16,Ipsos,A-,367,lv,0.0016285,39.39,51.54,,,39.4298,51.51986,,,http://www.reuters.com/statesofthenation,45279,69660,9/4/16
polls-plus,U.S.,9/8/16,9/14/16,CVOTER International,C+,1265,lv,0.0016238,46.8,47.77,,,45.77987,43.59916,,,http://www.upi.com/Top_News/US/2016/09/12/UPICVoter-poll-Donald-Trump-widens-lead-over-Hillary-Clinton-to-3-points/1571473691414/,45821,71552,9/16/16
polls-plus,Montana,8/24/16,8/30/16,Google Consumer Surveys,B,128,lv,0.0016212,32.36,33.33,8.52,,40.27758,40.79245,4.825842,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45516,70901,9/9/16
polls-plus,South Dakota,8/17/16,8/23/16,Google Consumer Surveys,B,72,lv,0.0016184,33.23,25.56,13.39,,40.88249,33.34534,9.712761,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45581,70966,9/9/16
polls-plus,Connecticut,8/12/16,9/1/16,Ipsos,A-,358,lv,0.0016037,47.04,39.13,,,47.37474,39.28345,,,http://www.reuters.com/statesofthenation,45284,69665,9/4/16
polls-plus,Missouri,9/7/16,9/13/16,Google Consumer Surveys,B,636,lv,0.0015972,34.37,33.32,8.64,,41.91057,40.08086,5.177449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45766,71450,9/14/16
polls-plus,Texas,9/14/16,9/20/16,Google Consumer Surveys,B,1046,lv,0.0015968,28.94,42.35,7.62,,36.30793,48.87883,4.388052,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45991,71878,9/22/16
polls-plus,Kentucky,8/12/16,9/1/16,Ipsos,A-,404,lv,0.0015956,41.76,46.34,,,41.48568,45.94387,,,http://www.reuters.com/statesofthenation,45292,69673,9/4/16
polls-plus,Washington,8/19/16,9/1/16,Ipsos,A-,404,lv,0.0015931,45.38,35.41,,,45.40456,34.76851,,,http://www.reuters.com/statesofthenation,45316,69697,9/4/16
polls-plus,U.S.,9/29/16,10/1/16,The Times-Picayune/Lucid,,1428,lv,0.0015917,45,37,6,,46.80236,39.94775,2.828488,,https://luc.id/2016-presidential-tracker/,46333,72459,10/3/16
polls-plus,Michigan,9/7/16,9/13/16,Google Consumer Surveys,B,681,lv,0.0015916,34.61,31.05,6.86,,42.25663,37.87052,3.397449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45764,71448,9/14/16
polls-plus,Florida,9/14/16,9/20/16,Google Consumer Surveys,B,1125,lv,0.0015792,30.25,43.12,8.07,,37.67037,49.67545,4.838052,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45957,71844,9/22/16
polls-plus,Maryland,8/31/16,9/6/16,Google Consumer Surveys,B,447,lv,0.0015696,46.95,23.56,7.1,,54.56989,30.59339,3.439285,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45459,70777,9/9/16
polls-plus,Oklahoma,8/24/16,8/30/16,Google Consumer Surveys,B,244,lv,0.0015654,28.72,37.06,12.77,,36.3189,44.29144,9.075842,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45526,70911,9/9/16
polls-plus,Illinois,9/14/16,9/20/16,Google Consumer Surveys,B,1027,lv,0.0015563,39.01,29.4,8.12,,46.42315,35.95179,4.888052,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45962,71849,9/22/16
polls-plus,South Carolina,8/31/16,9/6/16,Google Consumer Surveys,B,354,lv,0.0015545,30.31,40.17,8.14,,37.72344,47.06993,4.479285,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45479,70797,9/9/16
polls-plus,New Hampshire,4/11/16,4/16/16,Dartmouth College,B,362,rv,0.0015484,34,29,,,35.86228,32.36778,,,http://rockefeller.dartmouth.edu/sites/rockefeller.drupalmulti-prod.dartmouth.edu/files/nh_state_of_the_state_2016_report.pdf,44039,65706,5/10/16
polls-plus,U.S.,6/17/16,6/20/16,American Research Group,C+,987,rv,0.0015446,50,41,,,50.49377,41.50149,,,http://americanresearchgroup.com/pres2016/na16-2.html,44376,67286,6/21/16
polls-plus,Nevada,8/12/16,9/1/16,Ipsos,A-,225,lv,0.0015441,42.89,34.94,,,42.41003,34.3236,,,http://www.reuters.com/statesofthenation,45302,69683,9/4/16
polls-plus,U.S.,9/21/16,9/27/16,USC Dornsife/LA Times,,2673,lv,0.0015322,42.62,46.7,,,44.88581,43.12,,,http://latimes.com/politics/,46168,72218,9/28/16
polls-plus,North Carolina,9/7/16,9/13/16,Google Consumer Surveys,B,779,lv,0.0015322,32.64,37.88,7.64,,40.06021,44.57316,4.177449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45769,71453,9/14/16
polls-plus,U.S.,8/19/16,8/23/16,Ipsos,A-,1133,lv,0.0015318,40.4,34.5,6.5,,42.8715,36.66886,3.804393,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,44996,69032,8/26/16
polls-plus,New Hampshire,6/22/16,6/23/16,Public Policy Polling,B+,578,v,0.0015175,43,39,,,43.2035,39.14169,,,http://www.americansunitedforchange.org/page/-/NHResults616.pdf,44434,67455,6/27/16
polls-plus,U.S.,8/15/16,8/15/16,Gravis Marketing,B-,1143,rv,0.0015169,46,42,8,,48.28135,44.17331,5.241798,,http://projects.fivethirtyeight.com/polls/20160817_US_1.pdf,44898,68873,8/19/16
polls-plus,Rhode Island,8/10/16,8/16/16,Google Consumer Surveys,B,72,lv,0.0015151,34.17,27.03,10.2,,41.78099,35.76886,6.589555,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45629,71014,9/9/16
polls-plus,Arizona,9/7/16,9/13/16,Google Consumer Surveys,B,601,lv,0.001515,33.95,34.56,10.58,,41.63114,41.39993,7.117449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45745,71429,9/14/16
polls-plus,Indiana,9/7/16,9/13/16,Google Consumer Surveys,B,667,lv,0.0015073,30.92,31.52,11.13,,38.42862,38.26289,7.667449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45757,71441,9/14/16
polls-plus,West Virginia,7/29/16,8/18/16,Ipsos,A-,183,lv,0.0014914,38.93,48.45,,,38.68172,49.10962,,,http://www.reuters.com/statesofthenation,44981,69014,8/24/16
polls-plus,U.S.,9/7/16,9/13/16,CVOTER International,C+,1245,lv,0.0014908,47.05,47.93,,,46.04097,43.79369,,,http://www.upi.com/Top_News/US/2016/09/15/UPICVoter-poll-Donald-Trump-Hillary-Clinton-pull-back-into-virtual-tie/7631473884538/,45804,71507,9/15/16
polls-plus,Oregon,8/31/16,9/6/16,Google Consumer Surveys,B,418,lv,0.0014864,38.78,28.36,8.53,,46.712,35.59514,4.869285,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45476,70794,9/9/16
polls-plus,Virginia,9/7/16,9/13/16,Google Consumer Surveys,B,560,lv,0.0014857,37.17,31.32,8.57,,44.69871,38.07419,5.107449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45787,71471,9/14/16
polls-plus,Georgia,8/19/16,9/1/16,Ipsos,A-,525,lv,0.0014851,41.1,47.01,,,40.66331,46.05511,,,http://www.reuters.com/statesofthenation,45286,69667,9/4/16
polls-plus,Iowa,8/31/16,9/6/16,Google Consumer Surveys,B,402,lv,0.0014849,36.29,30.31,10.4,,44.18427,37.52074,6.739285,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45451,70769,9/9/16
polls-plus,Minnesota,8/19/16,9/1/16,Ipsos,A-,457,lv,0.0014841,41.97,32.95,,,41.81553,32.15879,,,http://www.reuters.com/statesofthenation,45298,69679,9/4/16
polls-plus,Pennsylvania,9/2/16,9/8/16,Ipsos,A-,422,lv,0.0014386,49.12,44.29,,,49.33229,43.58474,,,http://www.reuters.com/statesofthenation/,45675,71244,9/10/16
polls-plus,Massachusetts,4/1/16,4/10/16,Western New England University,A-,497,rv,0.0014359,62,26,,,59.76486,28.83505,,,http://www1.wne.edu/assets/112/PresidentialPressRelease_FINAL_04_12_16.pdf,44030,65677,5/5/16
polls-plus,Maine,8/5/16,8/25/16,Ipsos,A-,176,lv,0.001435,38.78,39.83,,,38.04676,39.55774,,,http://www.reuters.com/statesofthenation,45013,69066,8/26/16
polls-plus,South Carolina,8/5/16,8/25/16,Ipsos,A-,302,lv,0.0014316,45.82,45.72,,,45.69149,46.13799,,,http://www.reuters.com/statesofthenation,45030,69083,8/26/16
polls-plus,North Dakota,8/10/16,8/16/16,Google Consumer Surveys,B,78,lv,0.0014303,22.03,43.01,6.94,,29.36254,51.50049,3.329555,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45618,71003,9/9/16
polls-plus,Louisiana,8/24/16,8/30/16,Google Consumer Surveys,B,294,lv,0.0014297,23.53,49.56,7.08,,30.94285,56.65656,3.385841,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45507,70825,9/9/16
polls-plus,U.S.,5/15/16,5/19/16,NBC News/Wall Street Journal,A-,1000,rv,0.0014247,46,43,,,46.8688,45.77892,,,http://www.nbcnews.com/meet-the-press/clinton-s-lead-over-trump-shrinks-3-points-new-nbc-n577726,44094,65979,5/22/16
polls-plus,Missouri,3/17/16,3/24/16,DFM Research,B-,674,lv,0.0014245,42,40,,,39.43041,40.53067,,,http://www.kansascity.com/news/local/news-columns-blogs/the-buzz/article69418112.html,36704,50538,4/8/16
polls-plus,U.S.,9/20/16,9/26/16,USC Dornsife/LA Times,,2690,lv,0.0014238,42.74,46.16,,,45.07055,42.55722,,,http://latimes.com/politics/,46162,72172,9/27/16
polls-plus,New Jersey,9/7/16,9/13/16,Google Consumer Surveys,B,729,lv,0.0014206,36.27,33.98,6.34,,43.96916,40.83007,2.877449,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45773,71457,9/14/16
polls-plus,Tennessee,8/31/16,9/6/16,Google Consumer Surveys,B,509,lv,0.0014151,30.55,43.66,8.87,,38.19604,50.71029,5.209285,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45481,70799,9/9/16
polls-plus,U.S.,8/18/16,8/22/16,Ipsos,A-,1115,lv,0.0014036,41.4,33.2,6.9,,43.81151,35.45022,4.213733,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,44923,68919,8/23/16
polls-plus,New Hampshire,8/5/16,8/25/16,Ipsos,A-,133,lv,0.0013986,33.7,47.86,,,32.84705,47.45439,,,http://www.reuters.com/statesofthenation,45022,69075,8/26/16
polls-plus,New York,9/14/16,9/20/16,Google Consumer Surveys,B,844,lv,0.0013912,41.56,28.23,6.76,,49.03364,34.8125,3.528053,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45982,71869,9/22/16
polls-plus,Mississippi,7/29/16,8/18/16,Ipsos,A-,214,lv,0.0013883,38.33,51.86,,,38.28092,52.75872,,,http://www.reuters.com/statesofthenation,44961,68994,8/24/16
polls-plus,Maine,8/10/16,8/16/16,Google Consumer Surveys,B,121,lv,0.0013864,45.25,17.56,5.47,,52.6835,26.14054,1.859555,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45611,70996,9/9/16
polls-plus,U.S.,9/6/16,9/12/16,CVOTER International,C+,1232,lv,0.0013775,45.72,48.9,,,44.71821,44.7969,,,https://www.documentcloud.org/documents/3107245-UPI-CVoter-12-Sept-2016.html,45794,71478,9/14/16
